,FACILITY_NAME,FAC_FDR,DISTRICT_OFFICE,PENALTY_ISSUE_DATE,PENALTY_NUMBER,DISPOSITION,PENALTY_DETAIL,PENALTY_CATEGORY,APPEALED,CLASS_ASSESSED_INITIAL,CLASS_ASSESSED_FINAL,TOTAL_AMOUNT_INITIAL,TOTAL_AMOUNT_DUE_FINAL
11758,SHANDIN HILLS BEHAVIOR THERAPY CENTER,SKILLED NURSING FACILITY,San Bernardino,2016-09-08,240012565,Closed,Citation A (HSC 1424),Patient Care,No,A,,20000.0,20000.0
11759,PLYMOUTH VILLAGE,SKILLED NURSING FACILITY,San Bernardino,2016-09-19,240012584,Closed,Citation B (HSC 1424),Patient Rights,No,B,,2000.0,2000.0
11760,FIFTEENTH STREET HOUSE,INTERMEDIATE CARE FACILITY-DD/H/N/CN,San Bernardino,2016-09-22,240012589,Closed,Citation A (HSC 1424),Patient Rights,No,A,,7000.0,7000.0
11761,FIFTEENTH STREET HOUSE,INTERMEDIATE CARE FACILITY-DD/H/N/CN,San Bernardino,2016-09-22,240012591,Closed,Citation A (HSC 1424),Patient Rights,No,A,,7000.0,7000.0
11762,LEGACY POST-ACUTE REHABILITATION CENTER,SKILLED NURSING FACILITY,San Bernardino,2016-09-26,240012597,Closed,Citation B (HSC 1424),Patient Care,Yes,B,B	,2000.0,1000.0
11763,UPLAND REHABILITATION AND CARE CENTER,SKILLED NURSING FACILITY,San Bernardino,2016-10-05,240012618,Closed,Citation B (HSC 1424),Patient Rights,No,B,,2000.0,2000.0
11764,LAS COLINAS POST ACUTE,SKILLED NURSING FACILITY,San Bernardino,2016-10-10,240012634,Closed,Citation B (HSC 1424),Patient Care,No,B,,2000.0,2000.0
11765,LAS COLINAS POST ACUTE,SKILLED NURSING FACILITY,San Bernardino,2016-10-18,240012656,Closed,Citation A (HSC 1424),Patient Care,Yes,A,B	,10000.0,15000.0
11766,SKY HARBOR CARE CENTER,SKILLED NURSING FACILITY,San Bernardino,2016-10-20,240012666,Closed,Citation A (HSC 1424),Patient Rights,No,A,,10000.0,10000.0
11767,"ARROWHEAD HEALTHCARE CENTER, LLC",SKILLED NURSING FACILITY,San Bernardino,2016-10-31,240012702,Closed,Citation A (HSC 1424),Patient Care,No,A,,10000.0,10000.0
11768,CREEKSIDE CARE CENTER,SKILLED NURSING FACILITY,San Bernardino,2016-11-09,240012736,Closed,Citation B (HSC 1424),Patient Care,No,B,,2000.0,2000.0
11769,DESERT MANOR,SKILLED NURSING FACILITY,San Bernardino,2016-11-10,240012742,Closed,Citation B (HSC 1424),Patient Rights,No,B,,2000.0,2000.0
11770,"ARROWHEAD HEALTHCARE CENTER, LLC",SKILLED NURSING FACILITY,San Bernardino,2016-11-30,240012766,Closed,Citation B (HSC 1424),Patient Rights,No,B,,2000.0,2000.0
11771,RIALTO POST ACUTE CENTER,SKILLED NURSING FACILITY,San Bernardino,2016-12-09,240012808,Closed,Citation A (HSC 1424),Patient Care,Yes,A,A,20000.0,13000.0
11772,HIGHLAND PALMS HEALTHCARE CENTER,SKILLED NURSING FACILITY,San Bernardino,2016-12-27,240012845,Closed,Citation A (HSC 1424),Patient Care,No,A,,5000.0,5000.0
11773,CITRUS NURSING CENTER,SKILLED NURSING FACILITY,San Bernardino,2016-12-27,240012846,Closed,Citation A (HSC 1424),Patient Care,No,A,,20000.0,20000.0
11774,RANCHO MESA CARE CENTER,SKILLED NURSING FACILITY,San Bernardino,2017-01-27,240012912,Open,Citation A (HSC 1424),Patient Care,Yes,A,,7500.0,7500.0
11775,MILL CREEK MANOR,SKILLED NURSING FACILITY,San Bernardino,2017-03-16,240013056,Closed,Citation B (HSC 1424),Patient Care,No,B,,2000.0,2000.0
11776,"ARROWHEAD HEALTHCARE CENTER, LLC",SKILLED NURSING FACILITY,San Bernardino,2017-04-26,240013150,Closed,Citation A (HSC 1424),Patient Care,No,A,,15000.0,15000.0
11777,BISHOP CARE CENTER,SKILLED NURSING FACILITY,San Bernardino,2017-05-02,240013163,Closed,Citation B (HSC 1424),Patient Care,No,B,,1000.0,1000.0
11778,DEL ROSA VILLA,SKILLED NURSING FACILITY,San Bernardino,2017-05-03,240013175,Closed,Citation B (HSC 1424),Patient Rights,No,B,,500.0,500.0
11779,"ARROWHEAD HEALTHCARE CENTER, LLC",SKILLED NURSING FACILITY,San Bernardino,2017-06-15,240013280,Closed,Citation A (HSC 1424),Patient Care,No,A,,10000.0,10000.0
11780,CREEKSIDE CARE CENTER,SKILLED NURSING FACILITY,San Bernardino,2017-06-26,240013314,Closed,Citation B (HSC 1424),Physical Environment,No,B,,2000.0,2000.0
11781,HILLCREST NURSING HOME,SKILLED NURSING FACILITY,San Bernardino,2017-07-13,240013328,Closed,Citation B (HSC 1424),Abuse/Facility Not Self Reported,No,B,,1000.0,1000.0
11782,TERRACINA POST ACUTE,SKILLED NURSING FACILITY,San Bernardino,2017-07-19,240013350,Closed,Citation A (HSC 1424),Medication,No,A,,3000.0,3050.0
11783,HILLCREST NURSING HOME,SKILLED NURSING FACILITY,San Bernardino,2017-07-24,240013356,Closed,Citation A (HSC 1424),Medication,No,A,,5000.0,5000.0
11784,HEALTHCARE CENTER OF BELLA VISTA,SKILLED NURSING FACILITY,San Bernardino,2017-08-11,240013414,Closed,Citation B (HSC 1424),Medication,No,B,,2000.0,2000.0
11785,LAS COLINAS POST ACUTE,SKILLED NURSING FACILITY,San Bernardino,2017-10-10,240013536,Closed,Citation B (HSC 1424),Patient Care,No,B,,2000.0,2000.0
11786,KNOLLS WEST POST ACUTE LLC,SKILLED NURSING FACILITY,San Bernardino,2017-11-22,240013646,Closed,Citation A (HSC 1424),Patient Care,No,A,,10000.0,10000.0
11787,MILL CREEK MANOR,SKILLED NURSING FACILITY,San Bernardino,2017-12-07,240013671,Closed,Citation A (HSC 1424),Patient Care,No,A,,10000.0,10000.0
11788,MEDICAL CENTER CONVALESCENT HOSPITAL,SKILLED NURSING FACILITY,San Bernardino,2018-02-08,240013794,Closed,Citation B (HSC 1424),Patient Rights,No,B,,1000.0,1000.0
11789,HEALTHCARE CENTER OF BELLA VISTA,SKILLED NURSING FACILITY,San Bernardino,2018-01-08,240013795,Closed,Citation A (HSC 1424),Patient Care,No,A,,15000.0,15000.0
11790,VALLEY HEALTHCARE CENTER,SKILLED NURSING FACILITY,San Bernardino,2018-02-23,240013837,Closed,Citation A (HSC 1424),Patient Care,Yes,A,,5000.0,5000.0
11791,WEINGART HOUSE,INTERMEDIATE CARE FACILITY-DD/H/N/CN,San Bernardino,2018-05-11,240014064,Closed,Citation A (HSC 1424),Patient Rights,No,A,,2000.0,2000.0
11792,HEALTHCARE CENTER OF BELLA VISTA,SKILLED NURSING FACILITY,San Bernardino,2018-05-17,240014075,Open,Citation A (HSC 1424),Patient Care,Yes,A,,20000.0,20000.0
11793,SKY HARBOR CARE CENTER,SKILLED NURSING FACILITY,San Bernardino,2018-06-28,240014190,Closed,Citation B (HSC 1424),Abuse/Facility Not Self Reported,No,B,,1000.0,1000.0
11794,SIERRA VISTA,SKILLED NURSING FACILITY,San Bernardino,2018-07-02,240014210,Closed,Citation A (HSC 1424),Patient Rights,No,A,,5000.0,5000.0
11795,SKY HARBOR CARE CENTER,SKILLED NURSING FACILITY,San Bernardino,2018-07-03,240014213,Closed,Citation A (HSC 1424),Patient Care,No,A,,5000.0,5000.0
11796,MEADOWS RIDGE CARE CENTER,SKILLED NURSING FACILITY,San Bernardino,2018-07-20,240014262,Closed,Citation B (HSC 1424),Patient Rights,No,B,,1500.0,1500.0
11797,COMMUNITY HOSPITAL OF SAN BERNARDINO D/P SNF,SKILLED NURSING FACILITY,San Bernardino,2018-07-26,240014270,Closed,Citation A (HSC 1424),Patient Care,No,A,,5000.0,5000.0
11798,MILL CREEK MANOR,SKILLED NURSING FACILITY,San Bernardino,2018-08-01,240014293,Closed,Citation A (HSC 1424),Patient Rights,No,A,,10000.0,10000.0
11799,MEADOWS RIDGE CARE CENTER,SKILLED NURSING FACILITY,San Bernardino,2018-08-16,240014338,Closed,Citation B (HSC 1424),Patient Care,No,B,,2000.0,2000.0
11800,MILL CREEK MANOR,SKILLED NURSING FACILITY,San Bernardino,2018-08-16,240014339,Open,Citation A (HSC 1424),Patient Care,No,A,,15000.0,15000.0
11801,BEAR VALLEY COMMUNITY HOSPITAL D/P SNF,SKILLED NURSING FACILITY,San Bernardino,2018-09-06,240014382,Closed,Citation B (HSC 1424),Patient Care,No,B,,2000.0,2000.0
11802,DESERT MANOR,SKILLED NURSING FACILITY,San Bernardino,2018-09-21,240014403,Closed,Citation A (HSC 1424),Patient Care,No,A,,20000.0,20000.0
11803,RIALTO POST ACUTE CENTER,SKILLED NURSING FACILITY,San Bernardino,2018-10-10,240014468,Closed,Citation A (HSC 1424),Patient Care,No,A,,15000.0,15000.0
11804,BISHOP CARE CENTER,SKILLED NURSING FACILITY,San Bernardino,2018-10-22,240014474,Closed,Citation B (HSC 1424),Problem Transfer,No,B,,100.0,100.0
11805,BISHOP CARE CENTER,SKILLED NURSING FACILITY,San Bernardino,2018-10-22,240014477,Closed,Citation B (HSC 1424),Problem Transfer,No,B,,100.0,100.0
11806,BISHOP CARE CENTER,SKILLED NURSING FACILITY,San Bernardino,2018-10-22,240014489,Closed,Citation B (HSC 1424),Problem Transfer,No,B,,100.0,100.0
11807,BISHOP CARE CENTER,SKILLED NURSING FACILITY,San Bernardino,2018-10-22,240014490,Closed,Citation B (HSC 1424),Problem Transfer,No,B,,100.0,100.0
11808,BISHOP CARE CENTER,SKILLED NURSING FACILITY,San Bernardino,2018-10-22,240014491,Closed,Citation B (HSC 1424),Problem Transfer,No,B,,100.0,100.0
11809,BISHOP CARE CENTER,SKILLED NURSING FACILITY,San Bernardino,2018-10-22,240014494,Closed,Citation B (HSC 1424),Problem Transfer,No,B,,100.0,100.0
11810,BISHOP CARE CENTER,SKILLED NURSING FACILITY,San Bernardino,2018-10-22,240014495,Closed,Citation B (HSC 1424),Problem Transfer,No,B,,100.0,100.0
11811,FARMER HOME,INTERMEDIATE CARE FACILITY-DD/H/N/CN,San Bernardino,2018-11-21,240014593,Closed,Citation B (HSC 1424),Abuse/Facility Not Self Reported,No,B,,1000.0,1000.0
11812,CASA #3,INTERMEDIATE CARE FACILITY-DD/H/N/CN,San Bernardino,2018-11-20,240014596,Closed,Citation AA (HSC 1424),Patient Care,No,AA,,25000.0,25000.0
11813,GIBBS DIVISION,INTERMEDIATE CARE FACILITY-DD/H/N/CN,San Bernardino,2018-11-28,240014609,Closed,Citation AA (HSC 1424),Patient Care,No,AA,,25000.0,25000.0
11814,UPLAND REHABILITATION AND CARE CENTER,SKILLED NURSING FACILITY,San Bernardino,2018-12-28,240014652,Closed,Citation AA (HSC 1424),Medication,No,AA,,30000.0,30000.0
11815,RIALTO POST ACUTE CENTER,SKILLED NURSING FACILITY,San Bernardino,2019-01-02,240014696,Closed,Citation A (HSC 1424),Patient Care,No,A,,15000.0,15000.0
11816,TERRACINA POST ACUTE,SKILLED NURSING FACILITY,San Bernardino,2019-01-14,240014715,Closed,Citation B (HSC 1424),Patient Care,No,B,,800.0,800.0
11817,TERRACINA POST ACUTE,SKILLED NURSING FACILITY,San Bernardino,2019-01-14,240014720,Closed,Citation B (HSC 1424),Other,No,B,,800.0,800.0
11818,TERRACINA POST ACUTE,SKILLED NURSING FACILITY,San Bernardino,2019-01-14,240014721,Closed,Citation B (HSC 1424),Patient Care,No,B,,1000.0,1000.0
11819,HERITAGE GARDENS HEALTH CARE CENTER,SKILLED NURSING FACILITY,San Bernardino,2019-01-15,240014725,Closed,Citation B (HSC 1424),Abuse/Facility Not Self Reported,No,B,,1000.0,1000.0
11820,SIERRA VISTA,SKILLED NURSING FACILITY,San Bernardino,2019-02-08,240014810,Closed,Citation B (HSC 1424),Patient Rights,No,B,,1500.0,1500.0
11821,VALLEY HEALTHCARE CENTER,SKILLED NURSING FACILITY,San Bernardino,2019-02-25,240014831,Closed,Citation B (HSC 1424),Patient Care,No,B,,1000.0,1000.0
11822,VALLEY HEALTHCARE CENTER,SKILLED NURSING FACILITY,San Bernardino,2019-02-25,240014833,Closed,Citation B (HSC 1424),Patient Rights,No,B,,500.0,500.0
11823,LAUREL CONVALESCENT HOSPITAL,SKILLED NURSING FACILITY,San Bernardino,2019-05-01,240015011,Open,Citation B (HSC 1424),Physical Environment,No,B,,500.0,950.0
11824,LAUREL CONVALESCENT HOSPITAL,SKILLED NURSING FACILITY,San Bernardino,2019-05-01,240015012,Closed,Citation B (HSC 1424),Medication,No,B,,500.0,500.0
11825,LAUREL CONVALESCENT HOSPITAL,SKILLED NURSING FACILITY,San Bernardino,2019-05-01,240015014,Closed,Citation B (HSC 1424),Patient Care,No,B,,1000.0,1000.0
11826,ONTARIO HEALTHCARE CENTER,SKILLED NURSING FACILITY,San Bernardino,2019-05-10,240015054,Closed,Citation B (HSC 1424),Patient Care,No,B,,100.0,100.0
11827,SPRING VALLEY POST ACUTE LLC,SKILLED NURSING FACILITY,San Bernardino,2019-05-23,240015096,Closed,Citation B (HSC 1424),Physical Environment,No,B,,1000.0,1000.0
11828,DEVONSHIRE CARE CENTER,SKILLED NURSING FACILITY,Riverside,1998-05-27,250001423,Closed,Citation A (HSC 1424),Patient Rights,Yes,A,B	,6000.0,5000.0
11829,COLLEGE HOUSE,INTERMEDIATE CARE FACILITY-DD/H/N/CN,Riverside,2000-01-04,250001470,Closed,Citation A (HSC 1424),Administration,Yes,A,B	,10000.0,5000.0
11830,HEMET VALLEY HEALTHCARE CENTER,SKILLED NURSING FACILITY,Riverside,2000-01-04,250001471,Closed,Citation A (HSC 1424),Patient Care,No,A,,10000.0,10000.0
11831,ALTA VISTA HEALTHCARE & WELLNESS CENTRE,SKILLED NURSING FACILITY,Riverside,2000-02-08,250001472,Closed,Citation B (HSC 1424),Patient Care,No,B,,1000.0,1000.0
11832,THE BRADLEY GARDENS,SKILLED NURSING FACILITY,Riverside,2000-02-09,250001473,Closed,Citation A (HSC 1424),Patient Care,Yes,A,A,10000.0,8025.0
11833,THE BRADLEY GARDENS,SKILLED NURSING FACILITY,Riverside,2000-02-09,250001474,Closed,Citation A (HSC 1424),Patient Care,Yes,A,A,10000.0,8025.0
11834,THE BRADLEY GARDENS,SKILLED NURSING FACILITY,Riverside,2000-02-09,250001475,Closed,Citation A (HSC 1424),Patient Care,Yes,A,B	,10000.0,8150.0
11835,THE BRADLEY GARDENS,SKILLED NURSING FACILITY,Riverside,2000-02-09,250001476,Closed,Citation B (HSC 1424),Patient Record,Yes,B,B	,1000.0,2150.0
11836,HEMET VALLEY HEALTHCARE CENTER,SKILLED NURSING FACILITY,Riverside,2000-02-22,250001477,Closed,Citation A (HSC 1424),Patient Care,No,A,,10000.0,10200.0
11837,HEMET VALLEY HEALTHCARE CENTER,SKILLED NURSING FACILITY,Riverside,2000-03-09,250001479,Closed,Citation A (HSC 1424),Patient Care,No,A,,10000.0,10000.0
11838,CYPRESS GARDENS CARE CENTER,SKILLED NURSING FACILITY,Riverside,2000-03-27,250001480,Closed,Citation A (HSC 1424),Patient Care,Yes,A,A,8000.0,8000.0
11839,VISTA PACIFICA CENTER,SKILLED NURSING FACILITY,Riverside,2000-06-15,250001482,Closed,Citation A (HSC 1424),Patient Rights,Yes,A,B	,10000.0,5750.0
11840,CORONA HEALTH CARE CENTER,SKILLED NURSING FACILITY,Riverside,2000-08-16,250001483,Closed,Citation A (HSC 1424),Patient Care,No,A,,10000.0,10000.0
11841,CORONA HEALTH CARE CENTER,SKILLED NURSING FACILITY,Riverside,2000-10-24,250001484,Closed,Citation A (HSC 1424),Patient Care,No,A,,10000.0,10000.0
11842,CHERRY VALLEY HEALTHCARE,SKILLED NURSING FACILITY,Riverside,2000-10-24,250001485,Closed,Citation B (HSC 1424),Patient Care,Yes,B,,1000.0,1000.0
11843,THE SPRINGS AT THE CARLOTTA,SKILLED NURSING FACILITY,Riverside,2000-11-06,250001486,Closed,Citation B (HSC 1424),Patient Rights,No,B,,1000.0,1000.0
11844,MONTEREY PALMS HEALTH CARE CENTER,SKILLED NURSING FACILITY,Riverside,2000-11-06,250001487,Closed,Citation B (HSC 1424),Patient Care,No,B,,1000.0,1000.0
11845,VALENCIA GARDENS HEALTH CARE CENTER,SKILLED NURSING FACILITY,Riverside,2000-12-20,250001488,Closed,Citation A (HSC 1424),Patient Care,Yes,A,A,10000.0,5500.0
11846,COLLEGE HOUSE,INTERMEDIATE CARE FACILITY-DD/H/N/CN,Riverside,2001-01-11,250001489,Closed,Citation B (HSC 1424),Patient Care,Yes,B,,1000.0,1000.0
11847,COMMUNITY CARE AND REHABILITATION CENTER,SKILLED NURSING FACILITY,Riverside,2001-02-26,250001490,Closed,Citation A (HSC 1424),Medication,Yes,A,B	,10000.0,10000.0
11848,THE SPRINGS AT THE CARLOTTA,SKILLED NURSING FACILITY,Riverside,2001-05-24,250001491,Closed,Citation B (HSC 1424),Patient Care,No,B,,1000.0,1000.0
11849,GORHAM HOUSE,INTERMEDIATE CARE FACILITY-DD/H/N/CN,Riverside,2001-06-19,250001492,Closed,Citation A (HSC 1424),Patient Care,Yes,A,B	,7000.0,5000.0
11850,VISTA PACIFICA CENTER,SKILLED NURSING FACILITY,Riverside,2001-09-20,250001493,Closed,Citation B (HSC 1424),Patient Rights,No,B,Drop>Deficiency	,1000.0,500.0
11851,MANCHESTER DIVISION,INTERMEDIATE CARE FACILITY-DD/H/N/CN,Riverside,2001-10-01,250001494,Closed,Citation B (HSC 1424),Patient Care,No,B,,1000.0,1000.0
11852,VISTA PACIFICA CENTER,SKILLED NURSING FACILITY,Riverside,2001-10-09,250001495,Closed,Citation B (HSC 1424),Patient Rights,Yes,B,Drop>Deficiency	,1000.0,1000.0
11853,VISTA PACIFICA CENTER,SKILLED NURSING FACILITY,Riverside,2002-03-22,250001496,Closed,Citation A (HSC 1424),Physical Environment,Yes,A,B	,20000.0,12500.0
11854,RANCHO MIRAGE HEALTH AND REHABILITATION CENTER,SKILLED NURSING FACILITY,Riverside,2002-05-02,250001497,Closed,Citation A (HSC 1424),Patient Care,Yes,A,A,18000.0,10481.0
11855,HUCKABEE HOUSE,INTERMEDIATE CARE FACILITY-DD/H/N/CN,Riverside,2002-05-02,250001498,Closed,Citation A (HSC 1424),Patient Rights,Yes,A,B	,8000.0,5100.0
11856,SAN JACINTO HEALTHCARE,SKILLED NURSING FACILITY,Riverside,2002-05-23,250001499,Closed,Citation B (HSC 1424),Patient Rights,No,B,,1000.0,1000.0
11857,HEMET VALLEY HEALTHCARE CENTER,SKILLED NURSING FACILITY,Riverside,2002-05-29,250001500,Closed,Citation A (HSC 1424),Patient Rights,No,A,,15000.0,15000.0
11858,HEMET VALLEY HEALTHCARE CENTER,SKILLED NURSING FACILITY,Riverside,2002-05-29,250001501,Closed,Citation A (HSC 1424),Patient Care,No,A,,18000.0,18000.0
11859,ARLINGTON GARDENS CARE CENTER,SKILLED NURSING FACILITY,Riverside,2002-06-04,250001502,Closed,Citation B (HSC 1424),Patient Care,No,B,,1000.0,1000.0
11860,INDIO NURSING AND REHABILITATION CENTER,SKILLED NURSING FACILITY,Riverside,2002-10-01,250001503,Closed,Citation B (HSC 1424),Patient Rights,Yes,B,Drop>Deficiency	,600.0,600.0
11861,DESERT SPRINGS HEALTHCARE & WELLNESS CENTRE,SKILLED NURSING FACILITY,Riverside,2002-11-14,250001504,Closed,Citation B (HSC 1424),Patient Rights,Yes,B,,800.0,800.0
11862,JOEL'S HOUSE,INTERMEDIATE CARE FACILITY-DD/H/N/CN,Riverside,2002-11-14,250001505,Closed,Citation B (HSC 1424),Patient Care,No,B,,500.0,500.0
11863,DEVONSHIRE CARE CENTER,SKILLED NURSING FACILITY,Riverside,2002-12-13,250001506,Closed,Citation B (HSC 1424),Patient Care,No,B,,750.0,750.0
11864,HEMET VALLEY HEALTHCARE CENTER,SKILLED NURSING FACILITY,Riverside,2003-01-30,250001507,Closed,Citation B (HSC 1424),Patient Care,No,B,,1000.0,1000.0
11865,CORONA HEALTH CARE CENTER,SKILLED NURSING FACILITY,Riverside,2003-04-25,250001509,Closed,Citation B (HSC 1424),Patient Care,Yes,B,,500.0,500.0
11866,SAN JACINTO HEALTHCARE,SKILLED NURSING FACILITY,Riverside,2003-05-02,250001510,Closed,Citation B (HSC 1424),Patient Rights,Yes,B,B	,1000.0,3000.0
11867,CYPRESS GARDENS CARE CENTER,SKILLED NURSING FACILITY,Riverside,2003-06-12,250001511,Closed,Citation B (HSC 1424),Medication,No,B,,500.0,500.0
11868,RANCHO MIRAGE HEALTH AND REHABILITATION CENTER,SKILLED NURSING FACILITY,Riverside,2003-10-23,250001512,Closed,Citation B (HSC 1424),Patient Care,No,B,B	,1000.0,557.0
11869,THE GROVE CARE AND WELLNESS,SKILLED NURSING FACILITY,Riverside,2003-11-06,250001513,Closed,Citation B (HSC 1424),Patient Care,No,B,,500.0,500.0
11870,HEMET VALLEY HEALTHCARE CENTER,SKILLED NURSING FACILITY,Riverside,2003-11-14,250001514,Closed,Citation B (HSC 1424),Problem Transfer,Yes,B,B	,500.0,250.0
11871,HEMET VALLEY HEALTHCARE CENTER,SKILLED NURSING FACILITY,Riverside,2003-11-14,250001515,Closed,Citation B (HSC 1424),Problem Transfer,Yes,B,B	,500.0,250.0
11872,HEMET VALLEY HEALTHCARE CENTER,SKILLED NURSING FACILITY,Riverside,2003-11-14,250001516,Closed,Citation B (HSC 1424),Problem Transfer,Yes,B,B	,500.0,225.0
11873,HEMET VALLEY HEALTHCARE CENTER,SKILLED NURSING FACILITY,Riverside,2003-11-14,250001517,Closed,Citation B (HSC 1424),Problem Transfer,Yes,B,B	,500.0,225.0
11874,HEMET VALLEY HEALTHCARE CENTER,SKILLED NURSING FACILITY,Riverside,2003-11-14,250001518,Closed,Citation B (HSC 1424),Problem Transfer,Yes,B,B	,500.0,225.0
11875,HEMET VALLEY HEALTHCARE CENTER,SKILLED NURSING FACILITY,Riverside,2003-11-14,250001519,Closed,Citation B (HSC 1424),Problem Transfer,Yes,B,B	,500.0,225.0
11876,HEMET VALLEY HEALTHCARE CENTER,SKILLED NURSING FACILITY,Riverside,2003-11-14,250001520,Closed,Citation B (HSC 1424),Problem Transfer,Yes,B,B	,500.0,225.0
11877,HEMET VALLEY HEALTHCARE CENTER,SKILLED NURSING FACILITY,Riverside,2003-11-14,250001521,Closed,Citation B (HSC 1424),Problem Transfer,Yes,B,B	,500.0,225.0
11878,HEMET VALLEY HEALTHCARE CENTER,SKILLED NURSING FACILITY,Riverside,2003-11-14,250001522,Closed,Citation B (HSC 1424),Problem Transfer,Yes,B,B	,500.0,225.0
11879,HEMET VALLEY HEALTHCARE CENTER,SKILLED NURSING FACILITY,Riverside,2003-11-14,250001523,Closed,Citation B (HSC 1424),Problem Transfer,Yes,B,B	,500.0,225.0
11880,HEMET VALLEY HEALTHCARE CENTER,SKILLED NURSING FACILITY,Riverside,2003-11-14,250001524,Closed,Citation B (HSC 1424),Problem Transfer,Yes,B,B	,500.0,225.0
11881,HEMET VALLEY HEALTHCARE CENTER,SKILLED NURSING FACILITY,Riverside,2003-11-14,250001525,Closed,Citation B (HSC 1424),Problem Transfer,Yes,B,B	,500.0,225.0
11882,HEMET VALLEY HEALTHCARE CENTER,SKILLED NURSING FACILITY,Riverside,2003-11-14,250001526,Closed,Citation B (HSC 1424),Problem Transfer,Yes,B,B	,500.0,225.0
11883,HEMET VALLEY HEALTHCARE CENTER,SKILLED NURSING FACILITY,Riverside,2003-11-14,250001527,Closed,Citation B (HSC 1424),Problem Transfer,Yes,B,B	,500.0,500.0
11884,HEMET VALLEY HEALTHCARE CENTER,SKILLED NURSING FACILITY,Riverside,2003-11-14,250001528,Closed,Citation B (HSC 1424),Problem Transfer,Yes,B,B	,500.0,225.0
11885,HEMET VALLEY HEALTHCARE CENTER,SKILLED NURSING FACILITY,Riverside,2003-11-14,250001529,Closed,Citation B (HSC 1424),Problem Transfer,Yes,B,B	,500.0,225.0
11886,HEMET VALLEY HEALTHCARE CENTER,SKILLED NURSING FACILITY,Riverside,2003-11-14,250001530,Closed,Citation B (HSC 1424),Problem Transfer,Yes,B,B	,500.0,225.0
11887,HEMET VALLEY HEALTHCARE CENTER,SKILLED NURSING FACILITY,Riverside,2003-11-14,250001531,Closed,Citation B (HSC 1424),Problem Transfer,Yes,B,B	,500.0,225.0
11888,HEMET VALLEY HEALTHCARE CENTER,SKILLED NURSING FACILITY,Riverside,2003-11-14,250001532,Closed,Citation B (HSC 1424),Problem Transfer,Yes,B,B	,500.0,225.0
11889,HEMET VALLEY HEALTHCARE CENTER,SKILLED NURSING FACILITY,Riverside,2003-11-14,250001533,Closed,Citation B (HSC 1424),Problem Transfer,Yes,B,B	,500.0,225.0
11890,HEMET VALLEY HEALTHCARE CENTER,SKILLED NURSING FACILITY,Riverside,2003-11-14,250001534,Closed,Citation B (HSC 1424),Problem Transfer,Yes,B,B	,500.0,225.0
11891,HEMET VALLEY HEALTHCARE CENTER,SKILLED NURSING FACILITY,Riverside,2003-11-14,250001535,Closed,Citation B (HSC 1424),Problem Transfer,Yes,B,B	,500.0,225.0
11892,HEMET VALLEY HEALTHCARE CENTER,SKILLED NURSING FACILITY,Riverside,2003-11-14,250001536,Closed,Citation B (HSC 1424),Problem Transfer,Yes,B,B	,500.0,225.0
11893,MAGNOLIA REHABILITATION & NURSING CENTER,SKILLED NURSING FACILITY,Riverside,2004-01-23,250001537,Closed,Citation A (HSC 1424),Patient Care,Yes,A,A,10000.0,4000.0
11894,GARRISON HOUSE,INTERMEDIATE CARE FACILITY-DD/H/N/CN,Riverside,2004-04-15,250001538,Closed,Citation B (HSC 1424),Patient Rights,No,B,,500.0,500.0
11895,MARIAN JAMES TRANSITIONAL HOUSE,INTERMEDIATE CARE FACILITY-DD/H/N/CN,Riverside,2004-05-12,250001539,Closed,Citation B (HSC 1424),Patient Care,No,B,,500.0,500.0
11896,RIVERWALK POST ACUTE,SKILLED NURSING FACILITY,Riverside,2004-06-30,250001540,Closed,Citation A (HSC 1424),Patient Care,Yes,A,A,12000.0,3000.0
